"organism","metabolite","p_value","fdr_adjusted_p_value"
"Citrobacter freundii","1041.718825",0.0438481493456937,0.338205580611299
"Citrobacter freundii","395.1673928",0.0416091886051679,0.338205580611299
"Citrobacter freundii","552.4025361",0.0326399083120741,0.338205580611299
"Citrobacter freundii","380.1448685",0.0264383706445619,0.338205580611299
"Citrobacter freundii","455.2143658",0.0378331678952327,0.338205580611299
"Citrobacter freundii","230.0993044",0.0369451528497009,0.338205580611299
"Citrobacter freundii","659.2865304",0.0438076578897982,0.338205580611299
"Citrobacter freundii","547.263291",0.0211691202797569,0.338205580611299
"Citrobacter freundii","449.2049286",0.0217633503207105,0.338205580611299
"Citrobacter freundii","330.1672611",0.0468996019988325,0.338205580611299
"Citrobacter freundii","174.1208759",0.0215949653814084,0.338205580611299
"Citrobacter freundii","507.2752859",0.0418632152073802,0.338205580611299
"Citrobacter freundii","280.1445162",0.0305536674658369,0.338205580611299
"Citrobacter freundii","459.2508398",0.0417148546082464,0.338205580611299
"Citrobacter freundii","367.2352378",0.028446316448417,0.338205580611299
"Citrobacter freundii","499.2794889",0.0329241040232195,0.338205580611299
"Citrobacter freundii","518.2556593",0.0365681712741842,0.338205580611299
"Citrobacter freundii","524.2730264",0.0416101021923081,0.338205580611299
"Citrobacter freundii","959.6087207",0.0396371784244224,0.338205580611299
"Citrobacter freundii","357.1482144",0.0361283240940792,0.338205580611299
"Citrobacter freundii","433.1838372",0.0262100202367053,0.338205580611299
"Citrobacter freundii","599.292398",0.0452314660118319,0.338205580611299
"Citrobacter freundii","361.23589",0.021525220693159,0.338205580611299
"Citrobacter freundii","287.1522105",0.0248026556793873,0.338205580611299
"Citrobacter freundii","353.3056593",0.0221840680404409,0.338205580611299
"Citrobacter freundii","532.2722035",0.0405347484455151,0.338205580611299
"Citrobacter freundii","473.2649447",0.0197636017194712,0.338205580611299
"Citrobacter freundii","459.2491106",0.0346253843697761,0.338205580611299
"Citrobacter freundii","517.2249523",0.0244220227073996,0.338205580611299
"Citrobacter freundii","287.152054",0.0434605369900626,0.338205580611299
"Citrobacter freundii","361.1697371",0.017006617227648,0.338205580611299
"Citrobacter freundii","178.0442443",0.0492590919156608,0.345488425490662
"Citrobacter freundii","380.1133877",0.0485903942099339,0.345488425490662
"Citrobacter freundii","785.3835708",0.0513678771252978,0.346328814171157
"Citrobacter freundii","496.3394281",0.0514081833535311,0.346328814171157
"Citrobacter freundii","391.1893505",0.0512103294222881,0.346328814171157
"Citrobacter freundii","578.277876",0.0534186067146849,0.35064521330665
"Citrobacter freundii","394.3297027",0.0533306226480571,0.35064521330665
"Citrobacter freundii","480.3106071",0.062375446911756,0.353858852078881
"Citrobacter freundii","551.3492125",0.0765142981463002,0.353858852078881
"Citrobacter freundii","533.2468423",0.0770195722183588,0.353858852078881
"Citrobacter freundii","494.3246407",0.0648880434058509,0.353858852078881
"Citrobacter freundii","659.336841",0.0722453496714851,0.353858852078881
"Citrobacter freundii","242.1859893",0.0805909470185667,0.353858852078881
"Citrobacter freundii","275.1298103",0.0780154628475279,0.353858852078881
"Citrobacter freundii","442.2642393",0.0789618209189088,0.353858852078881
"Citrobacter freundii","1027.711611",0.0719127500108745,0.353858852078881
"Citrobacter freundii","549.2432468",0.0652420643528099,0.353858852078881
"Citrobacter freundii","251.2373784",0.0829356684559878,0.353858852078881
"Citrobacter freundii","775.4350238",0.0696755302079336,0.353858852078881
"Citrobacter freundii","696.4602516",0.0778515531730327,0.353858852078881
"Citrobacter freundii","519.2689729",0.072057414545496,0.353858852078881
"Citrobacter freundii","318.1665992",0.0619919560355706,0.353858852078881
"Citrobacter freundii","279.0994649",0.0737869939512674,0.353858852078881
"Citrobacter freundii","539.1612048",0.060471911040598,0.353858852078881
"Citrobacter freundii","211.1081572",0.0824219397061564,0.353858852078881
"Citrobacter freundii","503.2096413",0.0662287188085184,0.353858852078881
"Citrobacter freundii","200.0405613",0.0742120431730093,0.353858852078881
"Citrobacter freundii","270.2796815",0.0659360050284497,0.353858852078881
"Citrobacter freundii","286.1514258",0.064019438630316,0.353858852078881
"Citrobacter freundii","531.2618335",0.0609794373320518,0.353858852078881
"Citrobacter freundii","751.51866",0.0825111890132604,0.353858852078881
"Citrobacter freundii","535.2352401",0.0559054725273529,0.353858852078881
"Citrobacter freundii","268.1203283",0.0585013399401301,0.353858852078881
"Citrobacter freundii","499.2815376",0.0608717526021376,0.353858852078881
"Citrobacter freundii","518.2564643",0.0589416263286079,0.353858852078881
"Citrobacter freundii","339.2904342",0.0640523276287999,0.353858852078881
"Citrobacter freundii","459.2512174",0.0825397341404625,0.353858852078881
"Citrobacter freundii","475.2141095",0.0752342222135528,0.353858852078881
"Citrobacter freundii","486.2738632",0.0703880179000579,0.353858852078881
"Citrobacter freundii","933.5932355",0.0789097501822476,0.353858852078881
"Citrobacter freundii","367.1917258",0.0805031633781679,0.353858852078881
"Citrobacter freundii","219.174865",0.0712107028213906,0.353858852078881
"Citrobacter freundii","291.2301325",0.0582221812566666,0.353858852078881
"Citrobacter freundii","421.2333341",0.0730584906368422,0.353858852078881
"Citrobacter freundii","489.2288777",0.068587724658291,0.353858852078881
"Citrobacter freundii","513.2970831",0.0661605244726491,0.353858852078881
"Citrobacter freundii","517.2249108",0.0640728472658153,0.353858852078881
"Citrobacter freundii","561.398008",0.0684843898503116,0.353858852078881
"Citrobacter freundii","508.3767435",0.0740070560971819,0.353858852078881
"Citrobacter freundii","959.6097908",0.0845049622514601,0.357574716303699
"Citrobacter freundii","692.4169483",0.0884878259766053,0.368339568292861
"Citrobacter freundii","605.4239669",0.088084836189922,0.368339568292861
"Citrobacter freundii","564.2617725",0.0893579929015476,0.36896203520639
"Citrobacter freundii","549.2510695",0.0933940286743242,0.382541941450032
"Citrobacter freundii","718.5335454",0.0947256721473007,0.384362024934153
"Citrobacter freundii","521.2196443",0.0955662446615245,0.384362024934153
"Citrobacter freundii","475.2139302",0.0960905062335383,0.384362024934153
"Citrobacter freundii","505.2544612",0.0984791112320903,0.389071730792947
"Citrobacter freundii","524.2702531",0.0987877441466468,0.389071730792947
"Citrobacter freundii","371.1649285",0.0995766190307168,0.389184953768908
"Citrobacter freundii","378.2000109",0.106676236198453,0.410497312754321
"Citrobacter freundii","379.1595709",0.10743484357242,0.410497312754321
"Citrobacter freundii","309.2052351",0.107414227216112,0.410497312754321
"Citrobacter freundii","553.2567124",0.108949313691808,0.413200360075598
"Citrobacter freundii","584.2066766",0.110890794991943,0.41442399296259
"Citrobacter freundii","649.4496656",0.110331450485812,0.41442399296259
"Citrobacter freundii","297.2410851",0.112247526900347,0.416454592557808
"Citrobacter freundii","280.0927551",0.118456974822064,0.420473597034471
"Citrobacter freundii","1027.379944",0.119326693876552,0.420473597034471
"Citrobacter freundii","277.1187776",0.118504157396629,0.420473597034471
"Citrobacter freundii","519.269507",0.116387390317852,0.420473597034471
"Citrobacter freundii","668.3575205",0.117421286930321,0.420473597034471
"Citrobacter freundii","524.3707141",0.119900674154361,0.420473597034471
"Citrobacter freundii","663.4648681",0.119834530115914,0.420473597034471
"Citrobacter freundii","517.3715869",0.114475687291653,0.420473597034471
"Citrobacter freundii","452.2779431",0.125241310876237,0.421649550374179
"Citrobacter freundii","454.2932949",0.139959434598415,0.421649550374179
"Citrobacter freundii","569.3020376",0.134343974573983,0.421649550374179
"Citrobacter freundii","543.1555623",0.129008156899619,0.421649550374179
"Citrobacter freundii","676.491198",0.13010746196238,0.421649550374179
"Citrobacter freundii","380.1935468",0.143294964384975,0.421649550374179
"Citrobacter freundii","401.1159491",0.133804000776761,0.421649550374179
"Citrobacter freundii","553.3341659",0.128782702689886,0.421649550374179
"Citrobacter freundii","418.054381",0.133585250642148,0.421649550374179
"Citrobacter freundii","1020.369159",0.121184041462013,0.421649550374179
"Citrobacter freundii","698.4062943",0.126575496528632,0.421649550374179
"Citrobacter freundii","295.0907022",0.142816266123173,0.421649550374179
"Citrobacter freundii","589.155185",0.12347206591204,0.421649550374179
"Citrobacter freundii","567.3809361",0.131398250497174,0.421649550374179
"Citrobacter freundii","549.2507727",0.122857175633279,0.421649550374179
"Citrobacter freundii","688.4910503",0.142816322303495,0.421649550374179
"Citrobacter freundii","768.121044",0.141144010858782,0.421649550374179
"Citrobacter freundii","334.1619269",0.124360949035586,0.421649550374179
"Citrobacter freundii","659.2879079",0.139390592478733,0.421649550374179
"Citrobacter freundii","267.060499",0.137286532408247,0.421649550374179
"Citrobacter freundii","426.262085",0.138881291999113,0.421649550374179
"Citrobacter freundii","254.1009264",0.136945796292502,0.421649550374179
"Citrobacter freundii","497.2885885",0.133858549791935,0.421649550374179
"Citrobacter freundii","313.2729052",0.132310669347066,0.421649550374179
"Citrobacter freundii","625.3924372",0.140772446852722,0.421649550374179
"Citrobacter freundii","619.4389413",0.134734145493644,0.421649550374179
"Citrobacter freundii","339.2898567",0.141879179839704,0.421649550374179
"Citrobacter freundii","533.2849599",0.129268579169032,0.421649550374179
"Citrobacter freundii","413.1172534",0.144265302523998,0.422079056527354
"Citrobacter freundii","362.2677346",0.146397018662577,0.425749191209846
"Citrobacter freundii","322.1207859",0.147182825867466,0.425749191209846
"Citrobacter freundii","660.4608889",0.149709955479827,0.426981428609519
"Citrobacter freundii","810.6351378",0.150277213345964,0.426981428609519
"Citrobacter freundii","409.1756495",0.148549958524169,0.426981428609519
"Citrobacter freundii","595.3185151",0.15177855470104,0.426981428609519
"Citrobacter freundii","524.3716189",0.151635635134717,0.426981428609519
"Citrobacter freundii","440.277918",0.15998789010171,0.439187298301258
"Citrobacter freundii","475.177581",0.159553996464037,0.439187298301258
"Citrobacter freundii","563.2662904",0.158270855427771,0.439187298301258
"Citrobacter freundii","433.2300836",0.159888098339237,0.439187298301258
"Citrobacter freundii","707.4923113",0.160406298402999,0.439187298301258
"Citrobacter freundii","359.1048111",0.162124166815794,0.441529645796206
"Citrobacter freundii","440.278015",0.163464982592992,0.441995934541884
"Citrobacter freundii","311.0823257",0.164021928833902,0.441995934541884
"Citrobacter freundii","662.4754514",0.17093458961672,0.443710173905885
"Citrobacter freundii","360.0833758",0.167385496445469,0.443710173905885
"Citrobacter freundii","348.0716719",0.170229577869464,0.443710173905885
"Citrobacter freundii","451.2460277",0.171591043815166,0.443710173905885
"Citrobacter freundii","341.2670735",0.165760319564653,0.443710173905885
"Citrobacter freundii","547.3824723",0.169914971187185,0.443710173905885
"Citrobacter freundii","311.2571188",0.169535238175352,0.443710173905885
"Citrobacter freundii","693.4759457",0.167707066513773,0.443710173905885
"Citrobacter freundii","768.4108054",0.173191870728274,0.445599184989328
"Citrobacter freundii","409.2643126",0.174956490802144,0.445660314879093
"Citrobacter freundii","317.1348815",0.174826236258076,0.445660314879093
"Citrobacter freundii","267.1358295",0.177638567265289,0.450252210098158
"Citrobacter freundii","369.1885755",0.179809571787303,0.45350985593645
"Citrobacter freundii","702.506796",0.185237558385275,0.459543391926858
"Citrobacter freundii","533.3667074",0.185791957282929,0.459543391926858
"Citrobacter freundii","575.4133476",0.184806068135115,0.459543391926858
"Citrobacter freundii","385.1803985",0.185240880384614,0.459543391926858
"Citrobacter freundii","281.1731221",0.187229215532889,0.460871915157881
"Citrobacter freundii","303.0395505",0.190839319913252,0.46089496129993
"Citrobacter freundii","786.1647168",0.190754766971997,0.46089496129993
"Citrobacter freundii","251.0709362",0.189579590765763,0.46089496129993
"Citrobacter freundii","349.1724202",0.190440132704781,0.46089496129993
"Citrobacter freundii","547.3013226",0.194090169681376,0.466545384398424
"Citrobacter freundii","501.2574956",0.197334529749363,0.472127473045206
"Citrobacter freundii","655.3160334",0.199327304503354,0.472212043843415
"Citrobacter freundii","633.2650674",0.200006541558208,0.472212043843415
"Citrobacter freundii","489.2287266",0.200136745144573,0.472212043843415
"Citrobacter freundii","250.0395892",0.20630749691747,0.482326202839017
"Citrobacter freundii","577.392949",0.206021409268365,0.482326202839017
"Citrobacter freundii","688.1566289",0.212458173151979,0.488746185590823
"Citrobacter freundii","191.0775788",0.210843444732488,0.488746185590823
"Citrobacter freundii","536.2375644",0.21291243542743,0.488746185590823
"Citrobacter freundii","581.3661137",0.213826456195985,0.488746185590823
"Citrobacter freundii","531.2302218",0.212578970568275,0.488746185590823
"Citrobacter freundii","532.2718721",0.215585872140647,0.490577629048939
"Citrobacter freundii","312.1173874",0.217723089199979,0.493248768453049
"Citrobacter freundii","474.2596418",0.219792335934557,0.493568754379356
"Citrobacter freundii","284.0750393",0.21909109803831,0.493568754379356
"Citrobacter freundii","137.0476093",0.228249048871899,0.497916620551058
"Citrobacter freundii","341.2013668",0.225935313148123,0.497916620551058
"Citrobacter freundii","537.1931773",0.230480935684767,0.497916620551058
"Citrobacter freundii","766.5352985",0.227265618784238,0.497916620551058
"Citrobacter freundii","907.5779672",0.225392516547413,0.497916620551058
"Citrobacter freundii","473.2660721",0.229862684030761,0.497916620551058
"Citrobacter freundii","371.1641927",0.228547728959996,0.497916620551058
"Citrobacter freundii","313.2726359",0.226758304182492,0.497916620551058
"Citrobacter freundii","171.1022617",0.227110929104789,0.497916620551058
"Citrobacter freundii","152.1075112",0.23251758079338,0.500205888093321
"Citrobacter freundii","855.4969338",0.240223367641402,0.511624707349627
"Citrobacter freundii","471.2501716",0.24082334857668,0.511624707349627
"Citrobacter freundii","634.4451228",0.24029439777754,0.511624707349627
"Citrobacter freundii","268.1050722",0.24594192953034,0.512108498621793
"Citrobacter freundii","128.1080146",0.243806341583378,0.512108498621793
"Citrobacter freundii","743.4840957",0.246052130197189,0.512108498621793
"Citrobacter freundii","369.3114374",0.245662985749785,0.512108498621793
"Citrobacter freundii","943.5255478",0.245515415414435,0.512108498621793
"Citrobacter freundii","300.2902305",0.257690046014741,0.527773418030702
"Citrobacter freundii","724.4928875",0.260794286644077,0.527773418030702
"Citrobacter freundii","714.4715177",0.257652725843936,0.527773418030702
"Citrobacter freundii","255.0973978",0.260662090264523,0.527773418030702
"Citrobacter freundii","503.3561578",0.259367698538063,0.527773418030702
"Citrobacter freundii","595.3801131",0.258265768597532,0.527773418030702
"Citrobacter freundii","443.300283",0.259703652141384,0.527773418030702
"Citrobacter freundii","286.2747547",0.26309217275391,0.530327529330716
"Citrobacter freundii","261.1439302",0.264465442028715,0.531005122818439
"Citrobacter freundii","331.2253389",0.267376010523832,0.534752021047664
"Citrobacter freundii","652.4022158",0.272454765567901,0.542789260586636
"Citrobacter freundii","261.1445482",0.277998303006113,0.551686554802828
"Citrobacter freundii","339.3368377",0.2813413810178,0.552866417825804
"Citrobacter freundii","239.0908713",0.281197269546288,0.552866417825804
"Citrobacter freundii","597.3334466",0.281832295024482,0.552866417825804
"Citrobacter freundii","475.1809764",0.285052852512192,0.554931788921074
"Citrobacter freundii","248.2013857",0.284670896187042,0.554931788921074
"Citrobacter freundii","497.2887359",0.288594132151865,0.55969771083998
"Citrobacter freundii","453.2623955",0.290451192404615,0.561173624570425
"Citrobacter freundii","477.1961515",0.292703170717753,0.561288477181609
"Citrobacter freundii","389.1373024",0.292395246877966,0.561288477181609
"Citrobacter freundii","260.165048",0.295339029413773,0.563004793372712
"Citrobacter freundii","434.2675054",0.296897059005141,0.563004793372712
"Citrobacter freundii","473.3455673",0.295948535415251,0.563004793372712
"Citrobacter freundii","537.3337708",0.299608324152489,0.566049675151567
"Citrobacter freundii","681.4826104",0.31070198271215,0.571757887780047
"Citrobacter freundii","716.5213705",0.306077853544921,0.571757887780047
"Citrobacter freundii","678.4711183",0.309129609667205,0.571757887780047
"Citrobacter freundii","705.3794502",0.304409058993164,0.571757887780047
"Citrobacter freundii","313.2738508",0.313504267511364,0.571757887780047
"Citrobacter freundii","251.160832",0.306651265492127,0.571757887780047
"Citrobacter freundii","609.3338",0.313147847419676,0.571757887780047
"Citrobacter freundii","535.3037548",0.313034945266665,0.571757887780047
"Citrobacter freundii","537.3396734",0.313605801078618,0.571757887780047
"Citrobacter freundii","533.2860888",0.313796809504284,0.571757887780047
"Citrobacter freundii","1062.379749",0.32028303561818,0.581506788072724
"Citrobacter freundii","507.3284552",0.32582238033012,0.58947370575626
"Citrobacter freundii","222.1368717",0.329715712850239,0.594417059786346
"Citrobacter freundii","374.3035739",0.330966968569075,0.594579255815322
"Citrobacter freundii","339.1850336",0.336571744875698,0.602534032784466
"Citrobacter freundii","267.2689589",0.338909268615329,0.604604688261492
"Citrobacter freundii","426.2621224",0.341416150876811,0.604861831311167
"Citrobacter freundii","144.0819553",0.341043924449102,0.604861831311167
"Citrobacter freundii","597.333724",0.345470552679867,0.609934217145144
"Citrobacter freundii","288.2898087",0.350893920636085,0.615126053120865
"Citrobacter freundii","282.2791507",0.353208512425098,0.615126053120865
"Citrobacter freundii","323.1219217",0.351812958765614,0.615126053120865
"Citrobacter freundii","377.1472394",0.353216913315496,0.615126053120865
"Citrobacter freundii","513.2970122",0.356631031861149,0.618966401060706
"Citrobacter freundii","168.1210535",0.358721664890871,0.620491528459884
"Citrobacter freundii","592.3978574",0.361193311059463,0.622663216371868
"Citrobacter freundii","608.4287929",0.364039735824473,0.625464244101108
"Citrobacter freundii","338.3426139",0.365990753661712,0.626713263795306
"Citrobacter freundii","249.0554345",0.369791108637867,0.631110158741961
"Citrobacter freundii","507.269493",0.372321611573732,0.633317824338043
"Citrobacter freundii","328.141415",0.377790107758232,0.636603660549639
"Citrobacter freundii","462.2200052",0.377800508148472,0.636603660549639
"Citrobacter freundii","324.1437785",0.377983423451348,0.636603660549639
"Citrobacter freundii","650.4730736",0.383049128276227,0.641628873503679
"Citrobacter freundii","277.1526005",0.384726687823495,0.641628873503679
"Citrobacter freundii","447.1992873",0.383746821243742,0.641628873503679
"Citrobacter freundii","492.2408322",0.38858288413756,0.645955963241658
"Citrobacter freundii","576.3496399",0.390532894362063,0.646556353180115
"Citrobacter freundii","274.2745132",0.392732472341828,0.646556353180115
"Citrobacter freundii","419.275039",0.391821059902898,0.646556353180115
"Citrobacter freundii","829.519536",0.400421641591744,0.653378772962081
"Citrobacter freundii","609.3332424",0.401981081021593,0.653378772962081
"Citrobacter freundii","324.1432064",0.401681274445837,0.653378772962081
"Citrobacter freundii","531.3868943",0.399570197072856,0.653378772962081
"Citrobacter freundii","769.5024216",0.40426140121234,0.653831017165006
"Citrobacter freundii","272.2586982",0.404813344611927,0.653831017165006
"Citrobacter freundii","214.008339",0.407358347681945,0.655872559789798
"Citrobacter freundii","184.1105607",0.409265432470109,0.656877433933215
"Citrobacter freundii","732.551676",0.412100573927832,0.659360918284531
"Citrobacter freundii","326.3055393",0.4142782779791,0.660780306309343
"Citrobacter freundii","440.2243451",0.418986649832024,0.662102360228384
"Citrobacter freundii","510.2148406",0.418615128072138,0.662102360228384
"Citrobacter freundii","415.3038653",0.41660521857706,0.662102360228384
"Citrobacter freundii","346.0480079",0.422291052755815,0.665270827726084
"Citrobacter freundii","739.6022226",0.426582157641906,0.669969523658454
"Citrobacter freundii","298.0918753",0.429175434846241,0.671981108994727
"Citrobacter freundii","779.4817304",0.439466673390289,0.672521280587736
"Citrobacter freundii","424.1071563",0.441201537179098,0.672521280587736
"Citrobacter freundii","266.2097467",0.443765270047714,0.672521280587736
"Citrobacter freundii","296.9719935",0.443969126637998,0.672521280587736
"Citrobacter freundii","302.3066591",0.433207185479377,0.672521280587736
"Citrobacter freundii","253.0414997",0.436087032015766,0.672521280587736
"Citrobacter freundii","376.3192412",0.443152407627021,0.672521280587736
"Citrobacter freundii","467.1729157",0.434215293803452,0.672521280587736
"Citrobacter freundii","384.2441667",0.431481031670125,0.672521280587736
"Citrobacter freundii","313.2716013",0.439477424402943,0.672521280587736
"Citrobacter freundii","522.352938",0.441640904102161,0.672521280587736
"Citrobacter freundii","648.459214",0.455185936314725,0.687478464286546
"Citrobacter freundii","664.4629792",0.461274133528582,0.694624577548924
"Citrobacter freundii","429.3194505",0.46738344548529,0.699708549966283
"Citrobacter freundii","262.1207393",0.466253201880617,0.699708549966283
"Citrobacter freundii","252.1939046",0.475614780792112,0.701771665030436
"Citrobacter freundii","330.0742701",0.471975793202984,0.701771665030436
"Citrobacter freundii","267.2687554",0.474506514748962,0.701771665030436
"Citrobacter freundii","1069.725688",0.472701761748683,0.701771665030436
"Citrobacter freundii","310.097699",0.474640624189124,0.701771665030436
"Citrobacter freundii","726.5040227",0.478713997670204,0.704314847146967
"Citrobacter freundii","275.0078481",0.482978018464752,0.706899271900116
"Citrobacter freundii","328.3214892",0.48433336798319,0.706899271900116
"Citrobacter freundii","313.2738423",0.484979733298431,0.706899271900116
"Citrobacter freundii","391.2932549",0.48599324943133,0.706899271900116
"Citrobacter freundii","405.2599642",0.489948391484351,0.710633361019795
"Citrobacter freundii","498.2587646",0.497004335242707,0.717211948971017
"Citrobacter freundii","203.1421388",0.497285628681076,0.717211948971017
"Citrobacter freundii","449.2873716",0.500859035416067,0.72033659026131
"Citrobacter freundii","485.1134202",0.503705631513529,0.722401353879346
"Citrobacter freundii","359.1578439",0.516164740340898,0.732583481495251
"Citrobacter freundii","206.1235566",0.51795941465094,0.732583481495251
"Citrobacter freundii","463.3020878",0.515139120843765,0.732583481495251
"Citrobacter freundii","383.2056702",0.517497909025281,0.732583481495251
"Citrobacter freundii","409.2717098",0.516148110195706,0.732583481495251
"Citrobacter freundii","411.2721205",0.521471215013782,0.734896884331121
"Citrobacter freundii","631.3418043",0.524486550152091,0.734896884331121
"Citrobacter freundii","319.262075",0.52478685721197,0.734896884331121
"Citrobacter freundii","624.3872621",0.525336444658575,0.734896884331121
"Citrobacter freundii","242.1001928",0.531942446205581,0.738073758159669
"Citrobacter freundii","220.119256",0.532090281041454,0.738073758159669
"Citrobacter freundii","255.0981439",0.533232267288384,0.738073758159669
"Citrobacter freundii","608.3920653",0.533373614295073,0.738073758159669
"Citrobacter freundii","324.1574788",0.5379906019586,0.741187812420656
"Citrobacter freundii","309.112859",0.538519269961883,0.741187812420656
"Citrobacter freundii","769.5009576",0.542416155155094,0.742559014543872
"Citrobacter freundii","621.5541015",0.541580706063605,0.742559014543872
"Citrobacter freundii","230.1868165",0.548650472476048,0.747098515712065
"Citrobacter freundii","371.2775179",0.547749553586759,0.747098515712065
"Citrobacter freundii","519.2700787",0.555009970770176,0.753753594255518
"Citrobacter freundii","536.2307489",0.558607746032615,0.756632714202908
"Citrobacter freundii","144.0692417",0.561460131959764,0.75668996251045
"Citrobacter freundii","354.1963499",0.561605831550724,0.75668996251045
"Citrobacter freundii","447.1189675",0.57110308877392,0.76549514992269
"Citrobacter freundii","479.2767023",0.571131147012632,0.76549514992269
"Citrobacter freundii","206.0419705",0.574976614572391,0.768637145329149
"Citrobacter freundii","261.1144575",0.579065080468336,0.772086773957781
"Citrobacter freundii","411.2724253",0.584386335813914,0.777157932303179
"Citrobacter freundii","427.3030005",0.587614808897011,0.77942689677531
"Citrobacter freundii","704.420554",0.596327260618665,0.786450188555222
"Citrobacter freundii","613.1598156",0.603010520173044,0.786450188555222
"Citrobacter freundii","875.4977864",0.603125687740817,0.786450188555222
"Citrobacter freundii","397.2930753",0.603661961137113,0.786450188555222
"Citrobacter freundii","437.1940678",0.602880798695339,0.786450188555222
"Citrobacter freundii","538.2454235",0.601312182314741,0.786450188555222
"Citrobacter freundii","335.1265946",0.597571281437985,0.786450188555222
"Citrobacter freundii","313.1698774",0.60823073215233,0.790391205233484
"Citrobacter freundii","483.29299",0.610046388247568,0.790743672867734
"Citrobacter freundii","276.123699",0.613246865589023,0.79288483631712
"Citrobacter freundii","657.3962882",0.615244570134142,0.793464029996676
"Citrobacter freundii","304.1284788",0.617313193907572,0.794131545931349
"Citrobacter freundii","439.066021",0.62485962659184,0.800391375035693
"Citrobacter freundii","251.0234661",0.625305761746635,0.800391375035693
"Citrobacter freundii","1083.728053",0.63233156021899,0.805357609035131
"Citrobacter freundii","437.1933038",0.631723140530224,0.805357609035131
"Citrobacter freundii","708.4649751",0.633965360905684,0.805434900207717
"Citrobacter freundii","317.1360891",0.635726321611133,0.805672962041831
"Citrobacter freundii","511.3201785",0.637544524889124,0.805982214180818
"Citrobacter freundii","517.3715465",0.640074509116267,0.807187558294405
"Citrobacter freundii","515.2337581",0.646689404038382,0.807777213839539
"Citrobacter freundii","255.2323716",0.645704424251388,0.807777213839539
"Citrobacter freundii","375.2512516",0.646852847019944,0.807777213839539
"Citrobacter freundii","473.3455838",0.646845711974776,0.807777213839539
"Citrobacter freundii","395.2773739",0.651807841170314,0.811984463939661
"Citrobacter freundii","395.2769884",0.65954633618982,0.819630398371815
"Citrobacter freundii","136.0632836",0.664841572491842,0.824210375583107
"Citrobacter freundii","825.3060329",0.670298651969074,0.826618207867145
"Citrobacter freundii","636.4589615",0.668480277267536,0.826618207867145
"Citrobacter freundii","675.4238229",0.671627293892056,0.826618207867145
"Citrobacter freundii","499.3747283",0.673587049455184,0.827042132664399
"Citrobacter freundii","536.2307671",0.6832016139043,0.836840254351679
"Citrobacter freundii","861.4836343",0.685218191521281,0.837307193457985
"Citrobacter freundii","395.2771843",0.687471808989665,0.838060871911211
